Date,Close
10/12/2012 16:00:00,8.87
10/15/2012 16:00:00,8.88
10/16/2012 16:00:00,8.86
10/17/2012 16:00:00,8.82
10/18/2012 16:00:00,8.55
10/19/2012 16:00:00,8.17
10/22/2012 16:00:00,6.69
10/23/2012 16:00:00,6.59
10/24/2012 16:00:00,6.25
10/25/2012 16:00:00,6.17
10/26/2012 16:00:00,6.02
10/31/2012 16:00:00,5.87
11/1/2012 16:00:00,6.06
11/2/2012 16:00:00,6.32
11/5/2012 16:00:00,6.3
11/6/2012 16:00:00,6.41
11/7/2012 16:00:00,6.15
11/8/2012 16:00:00,6.14
11/9/2012 16:00:00,6.13
11/12/2012 16:00:00,6.13
11/13/2012 16:00:00,6.18
11/14/2012 16:00:00,6.09
11/15/2012 16:00:00,6.07
11/16/2012 16:00:00,5.97
11/19/2012 16:00:00,6.06
11/20/2012 16:00:00,6.05
11/21/2012 16:00:00,6.28
11/23/2012 16:00:00,6.54
11/26/2012 16:00:00,6.42
11/27/2012 16:00:00,6.48
11/28/2012 16:00:00,6.38
11/29/2012 16:00:00,6.58
11/30/2012 16:00:00,6.53
12/3/2012 16:00:00,6.66
12/4/2012 16:00:00,6.8
12/5/2012 16:00:00,6.77
12/6/2012 16:00:00,6.7
12/7/2012 16:00:00,6.7
12/10/2012 16:00:00,6.83
12/11/2012 16:00:00,7.01
12/12/2012 16:00:00,7.02
12/13/2012 16:00:00,7.35
12/14/2012 16:00:00,7.42
12/17/2012 16:00:00,7.3
12/18/2012 16:00:00,7.45
12/19/2012 16:00:00,7.48
12/20/2012 16:00:00,7.69
12/21/2012 16:00:00,7.64
12/24/2012 16:00:00,7.58
12/26/2012 16:00:00,7.56
12/27/2012 16:00:00,7.68
12/28/2012 16:00:00,7.4
12/31/2012 16:00:00,7.58
1/2/2013 16:00:00,7.99
1/3/2013 16:00:00,7.87
1/4/2013 16:00:00,7.82
1/7/2013 16:00:00,7.66
1/8/2013 16:00:00,7.58
1/9/2013 16:00:00,7.74
1/10/2013 16:00:00,7.55
1/11/2013 16:00:00,7.55
1/14/2013 16:00:00,7.44
1/15/2013 16:00:00,7.4
1/16/2013 16:00:00,7.39
1/17/2013 16:00:00,7.63
1/18/2013 16:00:00,7.49
1/22/2013 16:00:00,7.4
