Date,Close
10/12/2012 16:00:00,11.18
10/15/2012 16:00:00,11.5
10/16/2012 16:00:00,11.5
10/17/2012 16:00:00,11.46
10/18/2012 16:00:00,11.45
10/19/2012 16:00:00,10.98
10/22/2012 16:00:00,10.93
10/23/2012 16:00:00,11.02
10/24/2012 16:00:00,11.24
10/25/2012 16:00:00,10.94
10/26/2012 16:00:00,10.71
10/31/2012 16:00:00,11.15
11/1/2012 16:00:00,11.21
11/2/2012 16:00:00,11.04
11/5/2012 16:00:00,11.03
11/6/2012 16:00:00,11.32
11/7/2012 16:00:00,10.87
11/8/2012 16:00:00,11.11
11/9/2012 16:00:00,11.03
11/12/2012 16:00:00,11.45
11/13/2012 16:00:00,11.51
11/14/2012 16:00:00,11.47
11/15/2012 16:00:00,11.55
11/16/2012 16:00:00,11.85
11/19/2012 16:00:00,12.35
11/20/2012 16:00:00,12.24
11/21/2012 16:00:00,12.3
11/23/2012 16:00:00,12.42
11/26/2012 16:00:00,12.39
11/27/2012 16:00:00,12.4
11/28/2012 16:00:00,12.53
11/29/2012 16:00:00,12.53
11/30/2012 16:00:00,12.37
12/3/2012 16:00:00,12.34
12/4/2012 16:00:00,12.3
12/5/2012 16:00:00,12.1
12/6/2012 16:00:00,12.19
12/7/2012 16:00:00,12.33
12/10/2012 16:00:00,12.52
12/11/2012 16:00:00,12.77
12/12/2012 16:00:00,13.1
12/13/2012 16:00:00,13.03
12/14/2012 16:00:00,13.1
12/17/2012 16:00:00,12.6
12/18/2012 16:00:00,12.66
12/19/2012 16:00:00,11.98
12/20/2012 16:00:00,11.69
12/21/2012 16:00:00,11.35
12/24/2012 16:00:00,11.2
12/26/2012 16:00:00,11.14
12/27/2012 16:00:00,11
12/28/2012 16:00:00,11.02
12/31/2012 16:00:00,11.01
1/2/2013 16:00:00,11.48
1/3/2013 16:00:00,11.88
1/4/2013 16:00:00,12.2
1/7/2013 16:00:00,12.16
1/8/2013 16:00:00,11.78
1/9/2013 16:00:00,11.92
1/10/2013 16:00:00,11.98
1/11/2013 16:00:00,12.31
1/14/2013 16:00:00,12.2
1/15/2013 16:00:00,12.46
1/16/2013 16:00:00,12.3
1/17/2013 16:00:00,12.49
1/18/2013 16:00:00,12.52
1/22/2013 16:00:00,12.54
1/23/2013 16:00:00,12.53
1/24/2013 16:00:00,12.61
1/25/2013 16:00:00,12.82
1/28/2013 16:00:00,13.12
1/29/2013 16:00:00,13.06
1/30/2013 16:00:00,13.06
1/31/2013 16:00:00,12.17
2/1/2013 16:00:00,12.78
2/4/2013 16:00:00,12.51
2/5/2013 16:00:00,12.66
2/6/2013 16:00:00,14.44
2/7/2013 16:00:00,14.8
2/8/2013 16:00:00,15.04
2/11/2013 16:00:00,15.13
2/12/2013 16:00:00,14.86
2/13/2013 16:00:00,14.91
2/14/2013 16:00:00,14.97
2/15/2013 16:00:00,15.08
2/19/2013 16:00:00,15.52
2/20/2013 16:00:00,15.11
2/21/2013 16:00:00,14.9
2/22/2013 16:00:00,14.95
2/25/2013 16:00:00,14.93
2/26/2013 16:00:00,14.89
2/27/2013 16:00:00,14.81
2/28/2013 16:00:00,14.64
3/1/2013 16:00:00,14.72
3/4/2013 16:00:00,14.99
3/5/2013 16:00:00,15
3/6/2013 16:00:00,15.43
3/7/2013 16:00:00,15.41
3/8/2013 16:00:00,15.42
3/11/2013 16:00:00,15.58
3/12/2013 16:00:00,15.54
3/13/2013 16:00:00,15.58
3/14/2013 16:00:00,15.93
3/15/2013 16:00:00,15.68
3/18/2013 16:00:00,15.48
3/19/2013 16:00:00,15.23
3/20/2013 16:00:00,15.66
